,Age,DistanceFromHome,Education,EnvironmentSatisfaction,JobInvolvement,JobRole,JobSatisfaction,NumCompaniesWorked,PercentSalaryHike,StockOptionLevel,TotalWorkingYears,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,Attrition,EducationField_Human Resources,EducationField_Life Sciences,EducationField_Marketing,EducationField_Medical,EducationField_Other,EducationField_Technical Degree,MaritalStatus_Divorced,MaritalStatus_Married,MaritalStatus_Single,OverTime_No,OverTime_Yes,DailyRate,MonthlyIncome
750,34,3,4,3,2,4,4,3,17,3,6,3,0,0,0,0,1,0,0,0,0,0,1,0,1,0,-0.1546242774566474,-0.41883915395966553
751,48,1,4,1,4,1,4,2,22,0,27,2,5,4,0,0,0,0,1,0,0,0,0,1,1,0,0.661849710982659,3.00122970978849
752,45,9,4,2,2,2,3,1,13,1,15,3,15,10,0,0,1,0,0,0,0,0,1,0,1,0,0.3554913294797688,0.22405312346286277
753,52,7,4,2,3,7,2,7,19,0,18,3,8,6,0,0,1,0,0,0,0,0,0,1,1,0,0.2745664739884393,1.4173635022134776
754,38,10,4,3,2,2,3,0,14,2,9,3,8,7,0,0,0,1,0,0,0,1,0,0,0,1,-0.049132947976878616,0.9980324643384161
755,29,28,4,3,3,4,4,4,22,1,11,3,7,5,0,0,1,0,0,0,0,1,0,0,1,0,0.43786127167630057,-0.5332021642892277
756,28,3,3,4,3,6,2,0,17,3,10,2,9,7,0,0,0,0,1,0,0,1,0,0,1,0,0.21098265895953758,0.7311854402361043
757,38,2,2,4,3,2,2,7,16,0,10,3,1,0,0,0,0,1,0,0,0,0,0,1,1,0,-0.9739884393063584,0.6564190850959174
758,43,27,3,3,3,6,1,8,11,1,18,3,8,7,0,0,1,0,0,0,0,0,1,0,1,0,0.40173410404624277,1.5095917363502214
759,39,2,3,1,3,7,4,7,11,3,21,3,18,7,1,0,1,0,0,0,0,1,0,0,1,0,-0.8684971098265896,1.8413674372848008
760,21,1,1,4,2,4,2,1,11,0,2,4,2,2,0,0,0,0,0,0,1,0,0,1,0,1,0.26011560693641617,-0.6424003935071323
761,39,9,3,3,3,9,2,9,15,0,9,2,5,4,0,0,1,0,0,0,0,0,0,1,1,0,-0.5274566473988439,0.5164781111657649
762,36,18,4,1,3,6,4,2,20,0,18,3,11,9,0,0,1,0,0,0,0,0,0,1,1,0,-0.8482658959537572,0.7616822429906542
763,31,20,3,3,4,8,4,0,12,1,3,3,2,2,0,0,1,0,0,0,0,0,1,0,1,0,-0.015895953757225433,-0.46507624200688635
764,28,2,1,1,2,4,2,0,17,0,6,1,5,3,0,0,1,0,0,0,0,0,1,0,1,0,0.934971098265896,-0.36424003935071325
765,35,11,2,4,3,2,4,1,11,1,5,3,5,2,0,0,0,1,0,0,0,1,0,0,1,0,0.546242774566474,0.07033939990162322
766,49,8,4,4,2,2,2,6,17,1,22,3,9,8,0,0,0,0,0,0,1,0,1,0,1,0,-0.9104046242774566,2.0752582390555827
767,34,2,2,4,3,6,3,2,11,0,5,2,3,2,0,0,1,0,0,0,0,0,0,1,1,0,0.2875722543352601,-0.15961633054599114
768,29,10,3,4,3,4,2,0,14,2,8,2,7,5,0,0,1,0,0,0,0,1,0,0,1,0,-0.45375722543352603,-0.34210526315789475
769,42,29,3,2,1,9,4,4,19,0,16,3,1,0,0,0,0,0,1,0,0,0,0,1,1,0,-0.8901734104046243,-0.10083620265617314
770,29,8,1,2,2,6,4,1,15,1,10,2,10,7,0,0,0,0,1,0,0,0,1,0,0,1,-0.12427745664739884,0.09198229217904574
771,38,1,3,3,4,5,3,1,13,1,7,4,7,6,0,1,0,0,0,0,0,0,1,0,1,0,-0.5361271676300579,-0.45204131824889326
772,28,6,3,3,2,4,3,1,14,1,3,3,3,1,0,0,1,0,0,0,0,1,0,0,0,1,-0.044797687861271675,-0.4867191342843089
773,18,8,1,3,3,9,3,1,12,0,0,3,0,0,1,0,0,0,1,0,0,0,0,1,1,0,-0.8049132947976878,-0.6832267584849976
774,33,9,4,1,3,2,1,0,17,0,6,3,5,2,1,0,0,1,0,0,0,0,0,1,0,1,-0.2904624277456647,0.8711264141662568
775,41,12,4,2,3,9,4,3,11,1,6,3,1,0,0,0,1,0,0,0,0,0,1,0,0,1,-0.9205202312138728,0.020659124446630595
776,31,15,3,3,3,9,3,1,12,1,2,2,2,2,1,0,0,0,1,0,0,0,1,0,1,0,0.10115606936416185,-0.5095917363502214
777,37,25,2,3,2,7,4,7,13,2,9,3,6,2,0,0,0,0,1,0,0,1,0,0,1,0,-0.6315028901734104,0.25799311362518446
778,27,6,3,4,2,4,3,1,13,1,4,3,4,2,0,0,1,0,0,0,0,0,1,0,1,0,-0.8742774566473989,-0.5270536153467782
779,34,9,1,2,3,2,3,1,20,0,6,2,6,5,0,0,1,0,0,0,0,0,1,0,1,0,0.861271676300578,0.2538121003443187
780,35,8,4,3,3,5,3,1,17,0,6,1,5,4,0,0,0,0,0,0,1,0,0,1,1,0,-0.3988439306358382,-0.08829316281357599
781,29,23,1,4,2,2,1,1,13,1,11,1,11,8,1,0,1,0,0,0,0,0,1,0,1,0,-0.5722543352601156,0.6527299557304476
782,40,9,4,2,3,3,3,9,17,0,20,2,18,7,0,0,0,0,1,0,0,0,0,1,1,0,-0.30491329479768786,2.1684702410231185
783,42,12,3,3,3,2,1,0,12,0,22,2,21,9,1,0,1,0,0,0,0,0,0,1,0,1,-0.4667630057803468,2.232169208066896
784,42,4,4,2,3,2,1,7,13,0,9,4,6,4,0,0,0,1,0,0,0,0,0,1,1,0,-0.22687861271676302,0.11633054599114609
785,35,1,4,4,2,9,3,6,12,1,10,3,8,0,0,0,0,0,1,0,0,0,1,0,1,0,0.25722543352601157,-0.5961633054599115
786,24,24,3,4,3,9,2,8,22,0,6,3,4,3,0,0,0,0,1,0,0,0,0,1,1,0,-0.4725433526011561,-0.26684702410231187
787,28,12,1,3,3,9,4,1,11,0,1,2,1,1,1,0,1,0,0,0,0,0,1,0,0,1,0.9841040462427746,-0.5329562223315297
788,26,3,4,1,4,9,4,1,22,1,8,3,8,7,0,0,0,0,1,0,0,0,1,0,1,0,0.838150289017341,-0.06443679291687161
789,30,10,3,3,2,2,3,1,18,1,10,3,10,3,0,0,0,1,0,0,0,0,1,0,1,0,0.06936416184971098,0.4663059517953763
790,40,26,2,3,2,4,4,3,13,1,16,1,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0.1416184971098266,-0.06394490900147565
791,35,2,3,3,2,6,2,2,18,1,15,4,7,7,0,0,1,0,0,0,0,1,0,0,1,0,0.02167630057803468,1.3753074274471224
792,34,1,3,4,2,7,1,0,20,0,14,3,13,9,0,0,0,0,1,0,0,0,0,1,1,0,-0.19508670520231214,0.16256763403836694
793,35,4,4,4,2,9,4,1,13,1,2,4,2,2,0,0,0,0,0,1,0,0,1,0,1,0,-0.24277456647398843,-0.5671421544515495
794,43,9,3,1,1,2,3,8,13,0,7,2,4,3,1,0,0,1,0,0,0,0,0,1,1,0,0.8208092485549133,0.1633054599114609
795,32,2,1,3,3,8,1,1,12,3,1,3,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0.0838150289017341,-0.456222331529759
796,29,6,1,2,3,9,4,1,13,1,10,3,10,8,0,0,0,0,1,0,0,0,1,0,1,0,0.8627167630057804,-0.38145597638957207
797,19,9,2,3,3,4,1,1,25,0,1,3,1,1,0,0,1,0,0,0,0,0,0,1,1,0,-0.22976878612716764,-0.5238563698967044
798,45,7,3,1,3,4,3,4,19,1,7,2,3,2,0,0,0,0,1,0,0,0,1,0,0,1,0.9436416184971098,-0.05041810132808657
799,37,1,3,4,2,6,4,1,13,1,14,2,14,8,0,0,1,0,0,0,0,0,1,0,1,0,0.25,0.44072798819478604
800,20,3,3,1,2,9,3,1,12,0,2,2,2,2,0,0,1,0,0,0,0,0,0,1,1,0,0.001445086705202312,-0.40555828824397444
801,44,10,4,3,3,4,3,1,11,0,6,3,6,4,1,0,1,0,0,0,0,0,0,1,0,1,0.4234104046242775,-0.4294146581406788
802,29,15,1,2,1,4,4,0,18,1,6,2,5,4,0,0,1,0,0,0,0,0,1,0,0,1,0.1994219653179191,-0.6182980816527299
803,22,3,4,3,2,4,4,0,11,1,1,3,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0.653179190751445,-0.4498278406296114
804,44,17,3,4,1,4,3,2,13,0,6,3,0,0,0,0,1,0,0,0,0,0,0,1,1,0,-1.0014450867052023,-0.588293162813576
805,33,2,3,2,3,5,3,1,13,1,5,3,5,4,0,1,0,0,0,0,0,0,1,0,1,0,-0.9494219653179191,-0.2661091982292179
806,41,5,2,1,2,4,1,6,17,1,5,1,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0.14739884393063585,-0.6333005410723069
807,30,29,4,3,3,2,1,8,19,3,8,3,4,3,0,0,1,0,0,0,0,1,0,0,1,0,0.7586705202312138,-0.13944909001475653
808,40,2,4,2,3,2,2,5,12,3,5,3,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0.5491329479768786,-0.08730939498278406
809,28,19,4,4,2,9,1,1,12,3,6,3,6,5,0,0,0,0,1,0,0,0,1,0,1,0,0.541907514450867,-0.36546974913920316
810,35,17,4,3,3,2,1,3,15,3,15,3,7,7,0,0,1,0,0,0,0,0,1,0,0,1,0.8049132947976878,1.0536153467781604
811,24,17,2,4,3,9,2,1,13,1,1,1,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0.26011560693641617,-0.6079685194294147
812,33,25,3,2,3,2,3,1,12,1,10,2,10,7,0,0,0,0,1,0,0,0,1,0,1,0,0.49421965317919075,-0.03516969995081161
813,36,6,4,3,1,9,3,1,14,1,7,3,7,7,0,0,1,0,0,0,0,1,0,0,1,0,0.16329479768786126,-0.47737333989178554
814,30,7,4,3,3,9,3,1,13,3,10,2,10,7,0,0,1,0,0,0,0,1,0,0,1,0,0.0708092485549133,-0.2929168716182981
815,44,29,4,4,3,4,4,1,25,0,20,3,20,11,0,0,0,0,0,1,0,0,0,1,1,0,-0.8728323699421965,-0.03467781603541564
816,20,21,3,3,4,8,4,1,17,0,2,3,2,1,0,0,0,1,0,0,0,0,0,1,1,0,-0.21676300578034682,-0.4928676832267585
817,46,2,4,4,3,6,4,2,11,1,12,2,6,3,0,0,0,0,0,0,1,1,0,0,1,0,-0.9450867052023122,0.663305459911461
818,42,2,5,4,4,5,1,7,16,1,10,4,4,3,0,0,0,0,1,0,0,0,1,0,1,0,-0.903179190751445,0.3910477127397934
819,60,7,4,2,4,2,4,0,18,1,12,3,11,7,0,0,0,1,0,0,0,1,0,0,0,1,-0.15606936416184972,0.132316773241515
820,32,13,3,3,2,9,2,1,20,1,2,3,2,2,0,0,0,0,0,1,0,0,1,0,1,0,-0.9942196531791907,-0.4768814559763896
821,32,2,2,4,3,4,3,4,14,0,10,3,8,7,0,0,1,0,0,0,0,0,0,1,0,1,0.7398843930635838,0.07771765863256272
822,36,1,3,3,1,6,1,2,21,1,17,3,7,7,0,0,0,0,0,0,1,1,0,0,0,1,-0.6372832369942196,1.3698967043777668
823,33,9,3,1,3,4,4,0,13,1,15,3,14,10,0,0,0,0,1,0,0,0,1,0,1,0,-0.9927745664739884,-0.4675356615838662
824,40,10,3,2,2,2,2,7,12,1,7,4,5,1,0,0,0,0,0,0,1,1,0,0,1,0,-1.0072254335260116,0.5336940482046237
825,25,10,4,3,3,2,4,0,14,0,5,3,4,3,0,0,1,0,0,0,0,0,0,1,1,0,0.7976878612716763,0.06591244466305952
826,30,1,3,4,3,4,2,0,21,1,12,3,11,9,0,0,0,0,1,0,0,0,1,0,0,1,0.9552023121387283,-0.27127397934087555
827,42,26,5,1,3,3,1,3,17,0,20,3,1,0,0,0,0,0,1,0,0,0,1,0,0,1,-0.5,2.0927201180521395
828,35,8,2,3,2,2,4,4,11,1,16,2,13,2,0,0,0,1,0,0,0,0,1,0,0,1,0.5895953757225434,1.4006394490900147
829,27,14,3,1,3,4,1,1,14,2,9,2,9,7,0,0,1,0,0,0,0,0,1,0,0,1,0.4320809248554913,-0.6018199704869651
830,54,1,4,4,3,6,3,7,17,1,33,1,5,4,0,0,1,0,0,0,0,1,0,0,1,0,0.23410404624277456,1.4313821938022626
831,44,2,1,1,4,4,4,1,13,1,10,3,10,5,0,0,1,0,0,0,0,0,1,0,1,0,0.4523121387283237,-0.6569109690113133
832,19,10,3,1,2,4,2,1,25,0,1,4,1,1,1,0,0,0,1,0,0,0,0,1,0,1,-0.43352601156069365,-0.6942941465814068
833,29,1,3,1,3,4,4,1,15,3,3,3,3,2,0,0,1,0,0,0,0,1,0,0,1,0,0.2976878612716763,-0.2267584849975406
834,31,11,2,3,3,7,1,1,12,0,6,2,6,5,0,0,0,0,1,0,0,0,1,0,0,1,0.7630057803468208,0.529021151008362
835,31,24,3,3,2,7,1,1,19,0,10,3,10,9,0,0,0,0,1,0,0,0,0,1,1,0,0.37283236994219654,0.5238563698967044
836,59,3,3,3,2,2,4,5,17,0,13,3,6,1,0,0,1,0,0,0,0,0,0,1,1,0,-0.6907514450867052,0.12026561731431382
837,36,3,3,3,3,4,2,1,12,0,12,2,11,10,0,0,0,0,0,0,1,0,1,0,1,0,-0.4841040462427746,-0.24348253812100346
838,48,2,2,4,4,9,2,5,11,0,7,2,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0.2384393063583815,-0.5221347761928185
839,27,4,2,1,3,4,3,1,11,3,5,3,5,3,0,0,1,0,0,0,0,1,0,0,1,0,0.5245664739884393,-0.5324643384161338
840,29,7,3,3,3,7,4,1,11,2,6,3,6,0,0,0,1,0,0,0,0,1,0,0,0,1,0.7586705202312138,0.47737333989178554
841,29,1,3,4,2,3,4,3,14,2,9,2,7,7,0,0,1,0,0,0,0,1,0,0,1,0,-0.15895953757225434,2.8140678799803247
842,34,20,3,3,4,4,3,0,17,0,2,2,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0.7456647398843931,-0.5157402852926709
843,33,10,5,4,4,2,3,0,14,2,10,3,9,8,0,0,0,1,0,0,0,1,0,0,0,1,-0.3872832369942196,0.9094933595671422
844,19,25,3,2,4,4,4,1,12,0,1,3,1,0,0,0,1,0,0,0,0,0,0,1,0,1,-0.7789017341040463,-0.41515002459419575
845,23,1,2,4,3,4,3,1,22,1,1,3,1,0,0,0,1,0,0,0,0,0,1,0,1,0,-0.6228323699421965,-0.8507132316773242
846,25,24,1,3,1,8,4,1,14,0,1,3,1,0,1,0,1,0,0,0,0,0,0,1,0,1,-0.29624277456647397,-0.8765371372356124
847,26,4,2,3,3,4,4,1,20,0,8,2,8,5,0,0,1,0,0,0,0,0,0,1,0,1,-0.319364161849711,-0.44441711756025576
848,55,8,1,4,2,7,2,1,15,1,34,3,33,9,0,0,0,0,1,0,0,1,0,0,0,1,-0.9060693641618497,2.187653713723561
849,21,10,2,1,2,9,3,1,20,0,2,1,2,2,1,0,1,0,0,0,0,0,0,1,1,0,-0.7991329479768786,-0.5059026069847516
850,34,2,3,3,3,2,1,0,12,0,4,3,3,2,0,0,0,1,0,0,0,0,0,1,0,1,-0.9725433526011561,-0.03541564190850959
851,59,18,4,4,3,6,4,6,12,0,25,2,9,7,0,0,0,0,1,0,0,0,0,1,1,0,0.903179190751445,1.4338416133792424
852,34,19,3,3,3,9,2,4,13,2,15,4,11,8,0,0,0,0,1,0,0,1,0,0,1,0,-0.9667630057803468,-0.05853418593212002
853,28,1,4,4,3,9,3,0,11,0,5,2,4,2,0,0,0,0,1,0,0,0,0,1,0,1,-0.01878612716763006,-0.6217412690605018
854,34,11,3,3,2,5,2,4,11,2,14,4,10,9,0,0,1,0,0,0,0,0,1,0,1,0,-0.2254335260115607,-0.04722085587801279
855,35,6,1,3,3,4,3,0,14,0,4,3,3,2,0,0,1,0,0,0,0,0,1,0,0,1,-0.09971098265895954,-0.2892277422528283
856,42,7,4,2,4,4,2,6,16,0,18,3,1,0,0,0,0,0,1,0,0,0,1,0,0,1,-0.2904624277456647,-0.5681259222823414
857,43,4,4,4,2,2,4,3,14,0,23,4,21,7,0,0,0,1,0,0,0,0,0,1,1,0,-0.3945086705202312,1.3647319232661093
858,36,2,4,3,3,6,2,9,11,0,18,3,16,14,0,0,1,0,0,0,0,0,0,1,0,1,-0.541907514450867,0.17904574520413183
859,44,15,3,1,3,7,4,1,11,1,10,3,10,7,1,0,0,0,1,0,0,0,1,0,1,0,-0.26445086705202314,0.8106246925725529
860,28,2,3,4,2,9,4,1,12,1,2,3,2,2,0,0,1,0,0,0,0,0,1,0,0,1,-0.8829479768786127,-0.20044269552385638
861,51,6,2,2,2,9,3,0,14,0,8,2,7,0,0,0,0,0,1,0,0,0,0,1,1,0,0.23699421965317918,-0.4535169699950812
862,30,9,2,3,3,6,3,7,18,0,10,3,8,4,0,0,0,0,1,0,0,0,0,1,0,1,0.10838150289017341,0.0031972454500737825
863,29,7,3,2,3,9,3,3,13,2,10,3,7,7,1,0,0,0,0,0,1,1,0,0,0,1,0.002890173410404624,-0.33030004918839156
864,28,1,3,4,3,4,1,2,11,0,5,2,3,2,0,0,0,0,0,0,1,0,0,1,1,0,-0.23699421965317918,-0.6399409739301525
865,25,1,3,4,3,4,2,1,18,0,2,2,2,2,0,0,0,0,1,0,0,0,0,1,1,0,-0.7774566473988439,-0.6360059026069848
866,32,8,3,3,4,2,4,1,15,2,10,4,10,7,0,0,0,0,1,0,0,0,1,0,1,0,-0.28901734104046245,0.3755533694048205
867,58,23,4,1,3,4,3,1,12,2,2,3,2,2,0,0,1,0,0,0,0,1,0,0,1,0,0.06358381502890173,-0.5681259222823414
868,32,7,2,4,3,9,3,1,18,1,10,3,10,4,1,0,1,0,0,0,0,0,1,0,1,0,0.41184971098265893,0.04943433349729464
869,39,23,3,3,3,4,1,0,13,0,6,3,5,2,1,0,0,0,1,0,0,0,0,1,1,0,-0.6416184971098265,-0.191342843089031
870,30,6,3,1,2,9,4,0,12,1,10,3,9,2,0,0,0,0,0,0,1,0,1,0,1,0,0.48265895953757226,-0.01352680767338908
871,36,10,4,4,3,7,3,3,12,0,10,3,7,7,0,0,0,0,0,0,1,0,1,0,1,0,-0.6921965317919075,0.5932120019675357
872,46,1,2,4,3,5,1,6,12,0,10,4,7,6,0,0,1,0,0,0,0,0,0,1,1,0,0.2702312138728324,-0.30964092474176097
873,28,1,3,3,1,9,4,0,11,3,10,3,9,8,0,0,1,0,0,0,0,0,1,0,1,0,0.9710982658959537,0.4899163797343827
874,50,28,3,4,3,3,1,4,11,0,25,3,3,2,0,0,1,0,0,0,0,0,1,0,0,1,0.7485549132947977,3.0
875,40,25,4,4,2,2,2,2,12,0,9,3,5,4,1,0,0,1,0,0,0,0,0,1,0,1,-0.7297687861271677,1.0850959173635022
876,52,5,3,2,3,2,2,9,19,0,10,2,8,7,1,0,1,0,0,0,0,0,0,1,0,1,0.3265895953757225,0.9257255287752091
877,30,17,4,2,3,1,1,1,23,2,9,3,9,1,0,0,0,0,1,0,0,0,1,0,0,1,-0.24566473988439305,1.779144121987211
878,39,18,2,1,3,6,3,0,11,0,9,3,8,7,0,0,1,0,0,0,0,0,0,1,1,0,-0.4046242774566474,-0.03639940973930152
879,31,2,4,4,3,2,3,1,19,1,10,2,10,8,0,0,1,0,0,0,0,1,0,0,0,1,-0.31358381502890176,1.2715199212985735
880,41,10,2,3,1,2,2,1,13,0,19,3,19,2,0,0,0,0,1,0,0,0,0,1,1,0,-0.791907514450867,0.36128873585833743
881,31,1,3,4,3,8,2,1,11,0,3,4,3,2,1,0,1,0,0,0,0,0,0,1,0,1,0.3699421965317919,-0.5853418593212002
882,44,3,3,1,3,9,1,4,12,0,10,4,3,2,1,0,1,0,0,0,0,0,1,0,1,0,0.1893063583815029,-0.5705853418593212
883,40,16,2,3,3,4,3,9,16,1,6,3,4,2,0,0,1,0,0,0,0,1,0,0,1,0,-0.5,-0.27988194786030496
884,34,9,3,4,3,7,4,0,11,1,10,2,9,7,0,0,1,0,0,0,0,1,0,0,1,0,0.20086705202312138,0.9390063944909002
885,40,2,3,3,3,4,4,1,13,0,9,3,9,8,0,0,1,0,0,0,0,0,0,1,1,0,-0.4060693641618497,-0.005164781111657649
886,41,1,3,3,3,2,1,0,17,1,10,3,9,3,0,0,0,1,0,0,0,1,0,0,1,0,0.3092485549132948,-0.14240039350713232
887,35,4,4,3,3,4,3,1,11,0,9,3,9,6,0,0,1,0,0,0,0,0,0,1,0,1,-0.4653179190751445,-0.10649286768322676
888,51,5,3,3,3,1,2,1,11,1,33,3,33,9,0,0,1,0,0,0,0,1,0,0,0,1,-0.049132947976878616,2.2980816527299557
889,38,2,2,2,3,2,1,3,15,1,11,3,7,7,0,0,1,0,0,0,0,1,0,0,1,0,0.29624277456647397,0.543777668470241
890,34,15,2,3,3,2,1,1,12,0,10,4,10,8,0,0,0,0,1,0,0,0,0,1,1,0,-0.4291907514450867,0.3548942449581899
891,25,19,1,4,3,9,4,3,11,3,7,2,3,2,0,0,0,0,1,0,0,0,1,0,1,0,0.11271676300578035,-0.24913920314805707
892,58,7,4,3,2,6,1,7,14,0,31,2,10,9,1,0,0,0,1,0,0,0,1,0,0,1,-0.29335260115606937,1.309886866699459
893,40,1,4,2,3,9,2,3,22,1,7,3,4,2,0,0,1,0,0,0,0,0,1,0,1,0,-0.6864161849710982,-0.5644367929168717
894,36,7,3,1,4,2,1,2,16,1,17,2,15,7,0,0,0,1,0,0,0,0,1,0,1,0,-0.2846820809248555,-0.01057550418101328
895,48,4,3,4,3,6,4,1,11,0,11,3,10,9,0,0,1,0,0,0,0,0,0,1,1,0,0.07369942196531792,0.7909493359567142
896,27,11,3,3,4,8,4,8,14,1,5,3,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0.703757225433526,-0.5282833251352681
897,51,11,2,4,2,6,2,3,16,0,29,2,5,2,0,0,0,0,0,0,1,0,0,1,1,0,0.8684971098265896,2.0806689621249386
898,18,1,3,4,3,9,4,1,15,0,0,4,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0.4624277456647399,-0.7552877520905067
899,35,1,3,4,2,9,4,0,12,1,10,3,9,7,0,0,0,0,1,0,0,0,1,0,1,0,0.01878612716763006,0.16748647319232662
900,27,2,1,4,1,2,4,3,20,0,8,3,6,2,0,0,1,0,0,0,0,0,0,1,1,0,-0.015895953757225433,0.0956714215445155
901,55,13,4,1,4,2,3,6,17,0,24,2,19,7,1,0,0,1,0,0,0,0,0,1,0,1,-0.7760115606936416,2.216674864731923
902,56,23,3,4,3,6,2,4,12,1,33,3,19,16,0,0,1,0,0,0,0,0,1,0,0,1,0.8164739884393064,2.144613871126414
903,34,26,1,1,2,4,3,1,20,3,5,3,5,4,0,0,0,0,0,0,1,1,0,0,1,0,0.2817919075144509,-0.6524840137727497
904,40,2,1,2,4,7,3,5,20,3,15,3,12,11,0,0,0,0,1,0,0,1,0,0,1,0,0.5751445086705202,0.41687161829808167
905,34,29,3,2,3,9,3,4,13,2,10,3,8,7,0,0,0,0,1,0,0,0,1,0,1,0,-0.75,0.1837186424003935
906,31,2,3,3,2,8,4,7,14,0,3,4,1,0,1,0,1,0,0,0,0,0,0,1,1,0,-0.14595375722543352,-0.46655189375307426
907,35,18,4,4,3,2,3,0,18,1,5,2,4,2,1,0,0,1,0,0,0,0,1,0,0,1,-0.20520231213872833,-0.016724053123462864
908,38,7,3,4,4,4,3,1,11,3,4,3,4,2,0,0,1,0,0,0,0,1,0,0,1,0,-0.16040462427745664,-0.5095917363502214
909,34,2,4,3,3,7,4,1,11,0,14,4,14,11,0,0,0,0,0,0,1,0,0,1,1,0,-0.5780346820809249,0.49311362518445645
910,28,26,3,3,2,2,1,1,11,1,5,3,5,3,0,0,1,0,0,0,0,0,1,0,1,0,-0.09826589595375723,0.010329562223315297
911,31,22,4,4,3,6,3,1,15,2,10,2,10,2,1,0,0,0,1,0,0,0,1,0,0,1,-0.684971098265896,0.368175110673881
912,39,21,4,1,2,2,4,3,12,2,8,4,5,4,0,0,1,0,0,0,0,0,1,0,0,1,1.0028901734104045,0.3536645351697
913,51,2,3,2,3,2,2,2,11,0,14,3,4,2,0,0,0,1,0,0,0,0,1,0,1,0,-0.3800578034682081,1.4545007378258732
914,41,22,3,4,3,4,4,3,14,2,12,2,6,2,0,0,1,0,0,0,0,1,0,0,0,1,0.5722543352601156,0.19306443679291688
915,37,4,1,3,3,4,3,7,15,0,8,3,6,4,0,0,1,0,0,0,0,0,1,0,0,1,0.9176300578034682,-0.4146581406787998
916,33,5,1,2,3,2,4,6,13,0,8,4,5,4,0,0,1,0,0,0,0,0,1,0,1,0,0.4436416184971098,1.3074274471224792
917,32,2,1,3,3,2,2,0,13,3,4,2,3,2,0,0,0,1,0,0,0,0,1,0,0,1,-0.4407514450867052,-0.1485489424495819
918,39,25,2,3,3,7,3,3,21,1,13,3,6,4,0,0,1,0,0,0,0,0,1,0,1,0,0.9841040462427746,1.5341859321200197
919,25,18,1,1,4,2,3,2,11,0,6,2,3,2,0,0,1,0,0,0,0,0,1,0,1,0,0.8208092485549133,0.38121003443187407
920,52,28,2,4,4,6,3,2,11,1,24,2,5,3,0,0,0,0,1,0,0,0,1,0,0,1,-0.6965317919075145,2.106492867683227
921,43,6,3,1,2,4,3,1,14,0,20,1,20,7,0,0,0,0,1,0,0,0,0,1,0,1,0.18208092485549132,-0.14781111657648796
922,27,10,3,4,2,2,4,1,11,0,6,3,6,2,0,0,0,1,0,0,0,0,1,0,0,1,-0.865606936416185,0.2673389080177078
923,27,17,4,4,3,4,3,1,13,0,8,3,8,2,1,0,1,0,0,0,0,0,0,1,0,1,-0.9667630057803468,-0.5627151992129857
924,26,2,1,1,2,4,4,0,12,0,5,3,4,3,0,0,0,0,1,0,0,0,0,1,1,0,-0.17485549132947978,-0.191342843089031
925,42,10,3,3,3,1,1,0,14,1,21,3,20,7,0,1,0,0,0,0,0,0,1,0,1,0,0.4956647398843931,2.9800787014264634
926,52,8,4,3,3,9,1,9,13,0,12,1,5,4,0,0,0,0,0,1,0,0,1,0,1,0,-0.7890173410404624,-0.42597147073290703
927,37,11,3,1,3,9,3,4,18,0,8,3,3,2,0,0,0,0,1,0,0,0,0,1,1,0,0.9508670520231214,-0.2589768814559764
928,35,18,2,3,3,6,4,2,11,0,10,3,2,2,0,0,1,0,0,0,0,0,0,1,1,0,-0.8728323699421965,1.1510083620265616
929,25,1,3,1,3,9,4,4,11,1,7,2,3,2,0,0,0,0,0,0,1,0,1,0,1,0,0.20953757225433525,-0.3573536645351697
930,26,7,3,3,4,9,1,0,12,0,8,3,7,7,0,0,0,0,0,1,0,0,0,1,1,0,-0.21965317919075145,-0.27151992129857355
931,29,17,3,2,2,5,1,1,13,0,10,2,10,9,0,0,0,0,0,1,0,0,0,1,1,0,-0.6820809248554913,0.8130841121495327
932,49,28,2,1,2,9,1,3,20,0,20,3,4,3,1,0,1,0,0,0,0,0,0,1,1,0,0.9696531791907514,-0.09788489916379735
933,29,14,1,3,3,7,4,0,12,0,9,3,8,7,1,0,0,0,0,1,0,0,0,1,0,1,-0.6748554913294798,0.7060993605509099
934,55,1,4,2,4,3,4,2,13,2,31,4,7,7,0,0,0,0,1,0,0,1,0,0,1,0,0.4797687861271676,2.471716674864732
935,36,3,4,1,3,2,2,3,16,0,15,3,5,4,0,0,0,1,0,0,0,0,0,1,0,1,0.5346820809248555,1.130349237579931
936,31,1,4,2,1,8,3,1,12,0,1,3,1,0,1,0,1,0,0,0,0,0,0,1,1,0,-0.19797687861271676,-0.8172651254303984
937,30,7,4,4,3,2,1,7,14,2,8,3,3,2,0,0,0,1,0,0,0,1,0,0,1,0,0.07369942196531792,0.023856369896704376
938,31,8,5,1,3,3,2,3,11,0,9,4,3,2,0,0,1,0,0,0,0,0,0,1,1,0,-0.8988439306358381,2.887358583374324
